Ｎｏ,分類,アイテム名,アイテム名：漢字,アイコンキャラ(*.sch),アイコンパレット(*.scl),買値,装備効果,威力,装備効果説明＆発動タイミング,なげつける威力,なげつける効果,しぜんのめぐみ威力,しぜんのめぐみタイプ,ついばむ効果,フィールドバック画面１行目：18文字目安,フィールドバック画面２行目：18文字目安,フィールドバック画面３行目：18文字目安,漢字の説明１,漢字の説明２,漢字の説明３,重要,便利,field保存先,b保存ボール,b保存戦闘用,b保存ＨＰ,b保存状態異常,b保存PP,Ｆ使用,Ｂ使用,ワークタイプ,ワーク,能力ガード,クリティカル,攻撃力,防御力,素早さ,命中率,特殊攻撃,特殊防御,レベルup,pp回復flg　（０＝選択ナシ、１＝選択アリ  ,pp回復値,pp値up,HP努力値,攻撃努力値,防御努力値,素早努力値,特攻努力値,特防努力値,なつき度1　（なつき度100未満）,なつき度2　（なつき度100以上200未満,なつき度3　（なつき度200以上）,眠り回復,毒回復,やけど回復,こおり回復,まひ回復,混乱回復,メロメロ回復,ＨＰ回復,瀕死回復,進化,備考／入手場所…ＦＳ（フレンドリーショップ）
448,イベント,コダックじょうろ,コダックじょうろ,item_268,item_268,000000,0,0,,0,0,0,ー,0,みずを　かける　どうぐ。,ふかふかのつちに　うめた　きのみを,すくすく　そだてる。,みずを　かける　どうぐ。,ふかふかのつちに　うめた　きのみを,すくすく　そだてる。,1,1,EVENT,0,0,0,0,0,ZYORO,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
449,イベント,ポフィンケース,ポフィンケース,item_273,item_273,000000,0,0,,0,0,0,ー,0,おりょうりで　つくった　ポフィンを,ほぞんする　いれもの。,,おりょうりで　つくった　ポフィンを,ほぞんする　いれもの。,,1,1,EVENT,0,0,0,0,0,PRT_CASE,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
450,イベント,じてんしゃ,じてんしゃ,item_360,item_360,000000,0,0,,0,0,0,ー,0,ランニングシューズ　よりも,はやく　はしることが　できる,おりたたみしきの　じてんしゃ。,ランニングシューズ　よりも,はやく　はしることが　できる,おりたたみしきの　じてんしゃ。,1,1,EVENT,0,0,0,0,0,CYCLE,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ミラクルサイクル(コガネ)：おじさんから入手,,,,,,,,,,,,,,,,,,,,
451,イベント,ルームキー,ルームキー,item_356,item_356,000000,0,0,,0,0,0,ー,0,みずうみの　ほとりにある,こうきゅうホテルの　ルームキー。,なぜか　よく　なくなってしまう。,みずうみの　ほとりにある,こうきゅうホテルの　ルームキー。,なぜか　よく　なくなってしまう。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
452,イベント,オーキドのてがみ,オーキドのてがみ,item_274,item_038,000000,0,0,,0,0,0,ー,0,オーキドはかせ　からの　てがみ。,なかには　２２４ばんどうろに,きてほしいと　かかれている。,オーキドはかせ　からの　てがみ。,なかには　２２４ばんどうろに,きてほしいと　かかれている。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
453,イベント,みかづきのはね,みかづきのはね,item_444,item_444,000000,0,0,,0,0,0,ー,0,つきのような　かがやきを　はなつ,はね。　あくむを　ふりはらう　ちからを,ひめていると　つたえられている。,つきのような　かがやきを　はなつ,はね。　あくむを　ふりはらう　ちからを,ひめていると　つたえられている。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
454,イベント,メンバーズカード,メンバーズカード,item_447,item_447,000000,0,0,,0,0,0,ー,0,ミオシティの　やどやに　はいれる,カード。　なぜか　５０ねんほどまえの,ひづけが　きざまれている。,ミオシティの　やどやに　はいれる,カード。　なぜか　５０ねんほどまえの,ひづけが　きざまれている。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
455,イベント,てんかいのふえ,てんかいのふえ,item_490,item_490,000000,0,0,,0,0,0,ー,0,このよの　ものとは　おもえない,ねいろが　なりひびく　ふえ。　いつ,だれが　つくったのか　わからない。,このよの　ものとは　おもえない,ねいろが　なりひびく　ふえ。　いつ,だれが　つくったのか　わからない。,1,1,EVENT,0,0,0,0,0,TENKAINOFUE,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
456,イベント,ふねのチケット,ふねのチケット,item_265,item_265,000000,0,0,,0,0,0,ー,0,こうそくせん　アクアごうに　のるとき,ひつような　ふねの　チケット。,ふねの　えが　かかれている。,こうそくせん　アクアごうに　のるとき,ひつような　ふねの　チケット。,ふねの　えが　かかれている。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ウツギ研究所：殿堂入り後に入手,,,,,,,,,,,,,,,,,,,,
457,イベント,コンテストパス,コンテストパス,item_266,item_266,000000,0,0,,0,0,0,ー,0,もっていれば　ポケモンコンテストに,さんか　することが　できる。,きねんリボンが　かかれている。,もっていれば　ポケモンコンテストに,さんか　することが　できる。,きねんリボンが　かかれている。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
458,イベント,かざんのおきいし,かざんのおきいし,item_441,item_441,000000,0,0,,0,0,0,ー,0,しゃくねつの　マグマの　ねつでとけた,がんせきが　かたまって　できたもの。,なかに　マグマが　のこっている。,しゃくねつの　マグマの　ねつでとけた,がんせきが　かたまって　できたもの。,なかに　マグマが　のこっている。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
459,イベント,おとどけもの,おとどけもの,item_349,item_349,000000,0,0,,0,0,0,ー,0,フタバタウンから　たびだった,おさななじみに　わたすように,たのまれた　おとどけもの。,フタバタウンから　たびだった,おさななじみに　わたすように,たのまれた　おとどけもの。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
460,イベント,ひきかえけん１,ひきかえけん１,item_350,item_350,000000,0,0,,0,0,0,ー,0,ポケモンウォッチ　ちぢめて,ポケッチを　もらうために　ひつような,ひきかえけん。　３まい　ひつよう。,ポケモンウォッチ　ちぢめて,ポケッチを　もらうために　ひつような,ひきかえけん。　３まい　ひつよう。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
461,イベント,ひきかえけん２,ひきかえけん２,item_351,item_351,000000,0,0,,0,0,0,ー,0,ポケモンウォッチ　ちぢめて,ポケッチを　もらうために　ひつような,ひきかえけん。　３まい　ひつよう。,ポケモンウォッチ　ちぢめて,ポケッチを　もらうために　ひつような,ひきかえけん。　３まい　ひつよう。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
462,イベント,ひきかえけん３,ひきかえけん３,item_352,item_352,000000,0,0,,0,0,0,ー,0,ポケモンウォッチ　ちぢめて,ポケッチを　もらうために　ひつような,ひきかえけん。　３まい　ひつよう。,ポケモンウォッチ　ちぢめて,ポケッチを　もらうために　ひつような,ひきかえけん。　３まい　ひつよう。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
463,イベント,そうこのカギ,そうこのカギ,item_442,item_442,000000,0,0,,0,0,0,ー,0,トバリシティの　はずれにある,ギンガだんの　あやしい,そうこに　はいるための　カギ。,トバリシティの　はずれにある,ギンガだんの　あやしい,そうこに　はいるための　カギ。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
464,イベント,ひでんのくすり,ひでんのくすり,item_443,item_443,000000,0,0,,0,0,0,ー,0,タンバシティの　くすりやで　もらった,どんな　ポケモンでも　たちまち,げんきになる　すごい　くすり。,タンバシティの　くすりやで　もらった,どんな　ポケモンでも　たちまち,げんきになる　すごい　くすり。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,薬屋(タンバ)で入手,,,,,,,,,,,,,,,,,,,,
465,イベント,バトルレコーダー,バトルレコーダー,item_601,item_601,000000,0,0,,0,0,0,ー,0,ともだち　との　しょうぶや,とくしゅな　しせつでの　しょうぶを,きろくできる　かっこいい　きかい。,ともだち　との　しょうぶや,とくしゅな　しせつでの　しょうぶを,きろくできる　かっこいい　きかい。,1,1,EVENT,0,0,0,0,0,BATTLE_REC,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,？？？,,,,,,,,,,,,,,,,,,,,
466,イベント,グラシデアのはな,グラシデアのはな,item_602,item_602,000000,0,0,,0,0,0,ー,0,たんじょうびや　きねんび　などに,かんしゃの　きもちを　つたえるため,ブーケにして　おくることが　ある。,たんじょうびや　きねんび　などに,かんしゃの　きもちを　つたえるため,ブーケにして　おくることが　ある。,1,1,EVENT,0,0,0,0,0,GRASHIDEA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,？？？,,,,,,,,,,,,,,,,,,,,
467,イベント,ひみつのカギ,ひみつのカギ,item_603,item_603,000000,0,0,,0,0,0,ー,0,きまった　ばしょで　つかうことで,とくしゅな　でんきしんごうを　だして,とびらを　あける　ハイテクな　カギ。,きまった　ばしょで　つかうことで,とくしゅな　でんきしんごうを　だして,とびらを　あける　ハイテクな　カギ。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,？？？,,,,,,,,,,,,,,,,,,,,
468,イベント,ぼんぐりケース,ぼんぐりケース,item_605,item_605,000000,0,0,,0,0,0,ー,0,ぼんぐりを　９９こ　ほぞん　できる,べんりな　いれもの。,,ぼんぐりを　９９こ　ほぞん　できる,べんりな　いれもの。,,1,1,EVENT,0,0,0,0,0,BONGURI_CASE,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：30道路：ぼんぐりケース入手。ポケスロン会場でシェイカー機能を追加。,,,,,,,,,,,,,,,,,,,,
469,イベント,アンノーンノート,アンノーンノート,item_630,item_630,000000,0,0,,0,0,0,ー,0,みつけた　アンノーンの　ようすが,きろく　されている　ノート。,,みつけた　アンノーンの　ようすが,きろく　されている　ノート。,,1,1,EVENT,0,0,0,0,0,UNKNOWN_NOTE,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：アルフのいせき：石版パズルを解いて、研究員から入手,,,,,,,,,,,,,,,,,,,,
470,イベント,きのみプランター,きのみプランター,item_606,item_606,000000,0,0,,0,0,0,ー,0,いつでも　てがるに　きのみを,そだてられる　けいたいしきの,さいばい　ようき。,いつでも　てがるに　きのみを,そだてられる　けいたいしきの,さいばい　ようき。,1,1,EVENT,0,0,0,0,0,KINOMI_PLANTER,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム,,,,,,,,,,,,,,,,,,,,
471,イベント,ダウジングマシン,ダウジングマシン,item_624,item_624,000000,0,0,,0,0,0,ー,0,みえない　どうぐに　はんのうして,おとと　ひかりで　おしえて　くれる,さいしんの　きかい。,みえない　どうぐに　はんのうして,おとと　ひかりで　おしえて　くれる,さいしんの　きかい。,1,1,EVENT,0,0,0,0,0,DOWSING_MACHINE,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：エンジュの民家,,,,,,,,,,,,,,,,,,,,
472,イベント,ブルーカード,ブルーカード,item_631,item_631,000000,0,0,,0,0,0,ー,0,「アオイのあいことば」　ばんぐみの,ポイントを　ためる　カード。,,「アオイのあいことば」　ばんぐみの,ポイントを　ためる　カード。,,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ラジオ塔(コガネ)で入手。アオイの合言葉で使用。,,,,,,,,,,,,,,,,,,,,
473,イベント,おいしいシッポ,おいしいシッポ,item_632,item_632,000000,0,0,,0,0,0,ー,0,とても　おいしい　なにかの　しっぽ。,ショップで　たかく　うれる。,,とても　おいしい　なにかの　しっぽ。,ショップで　たかく　うれる。,,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム,,,,,,,,,,,,,,,,,,,,
474,イベント,とうめいなスズ,とうめいなスズ,item_633,item_633,000000,0,0,,0,0,0,ー,0,こころ　やすまる　ねいろが　きける,とても　ふるめかしい　スズ。,,こころ　やすまる　ねいろが　きける,とても　ふるめかしい　スズ。,,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：歌舞練場(エンジュ)：舞妓５人抜きで入手。ホウオウ出現アイテム（金のみ）,,,,,,,,,,,,,,,,,,,,
475,イベント,カードキー,カードキー,item_634,item_634,000000,0,0,,0,0,0,ー,0,ラジオきょくの　シャッターを　あける,カードしきの　カギ。,,ラジオきょくの　シャッターを　あける,カードしきの　カギ。,,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：コガネ地下の局長から入手,,,,,,,,,,,,,,,,,,,,
476,イベント,ちかのかぎ,ちかのかぎ,item_635,item_635,000000,0,0,,0,0,0,ー,0,コガネちかどうに　ある　とびらを,あける　カギ。,,コガネちかどうに　ある　とびらを,あける　カギ。,,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ラジオ塔５Ｆ：偽局長に勝利で入手,,,,,,,,,,,,,,,,,,,,
477,イベント,ゼニガメじょうろ,ゼニガメじょうろ,item_607,item_607,000000,0,0,,0,0,0,ー,0,みずを　かける　どうぐ。,きのみプランターの　きのみを,すくすく　そだてる。,みずを　かける　どうぐ。,きのみプランターの　きのみを,すくすく　そだてる。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：花屋(コガネ)：ジムクリア後に入手,,,,,,,,,,,,,,,,,,,,
478,イベント,あかいウロコ,あかいウロコ,item_636,item_636,000000,0,0,,0,0,0,ー,0,いかりのみずうみに　あらわれた,あかい　ギャラドスの　ウロコ。,ほのおのように　あかく　かがやく。,いかりのみずうみに　あらわれた,あかい　ギャラドスの　ウロコ。,ほのおのように　あかく　かがやく。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：赤いギャラドスと対戦後に入手。がくしゅうそうちと交換,,,,,,,,,,,,,,,,,,,,
479,イベント,おとしもの,おとしもの,item_637,item_637,000000,0,0,,0,0,0,ー,0,モノマネむすめが　なくした,マネネの　にんぎょう。,,モノマネむすめが　なくした,マネネの　にんぎょう。,,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：だいすきクラブ(クチバ)：太った男から入手。リニアの定期券と交換,,,,,,,,,,,,,,,,,,,,
480,イベント,リニアパス,リニアパス,item_638,item_638,000000,0,0,,0,0,0,ー,0,リニアカーに　のるときに　ひつような,チケット。　いつでも　のりほうだい。,,リニアカーに　のるときに　ひつような,チケット。　いつでも　のりほうだい。,,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：モノマネ娘の家(ヤマブキ)：「おとしもの」と交換で入手。,,,,,,,,,,,,,,,,,,,,
481,イベント,きかいのぶひん,きかいのぶひん,item_639,item_639,000000,0,0,,0,0,0,ー,0,はつでんしょから　ぬすまれた,はつでんきの　たいせつな　ぶひん。,,はつでんしょから　ぬすまれた,はつでんきの　たいせつな　ぶひん。,,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ハナダジムで拾う。発電所イベントで使用。,,,,,,,,,,,,,,,,,,,,
482,イベント,ぎんいろのはね,ぎんいろのはね,item_640,item_640,000000,0,0,,0,0,0,ー,0,ぎんいろに　ひかり　かがやく,ふしぎな　はね。,,ぎんいろに　ひかり　かがやく,ふしぎな　はね。,,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ラジオ塔占拠イベント後に局長から入手(ver銀)。ニビの老人から入手(ver金)。ルギアイベントで使用,,,,,,,,,,,,,,,,,,,,
483,イベント,にじいろのはね,にじいろのはね,item_641,item_641,000000,0,0,,0,0,0,ー,0,にじいろに　ひかり　かがやく,ふしぎな　はね。,,にじいろに　ひかり　かがやく,ふしぎな　はね。,,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ラジオ塔占拠イベント後に局長から入手(ver金)。ニビの老人から入手(ver銀)。ホウオウイベントで使用,,,,,,,,,,,,,,,,,,,,
484,イベント,ふしぎなタマゴ,ふしぎなタマゴ,item_642,item_642,000000,0,0,,0,0,0,ー,0,ポケモンじいさんから　あずかった,ふしぎな　もようの　タマゴ。,なんの　タマゴか　わからない。,ポケモンじいさんから　あずかった,ふしぎな　もようの　タマゴ。,なんの　タマゴか　わからない。,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：30番道路ポケモンじいさんの家で入手。トゲピーのタマゴ,,,,,,,,,,,,,,,,,,,,
485,ノーマル,あかぼんぐり,あかぼんぐり,item_617,item_617,000020,0,0,,0,0,0,ー,0,あかい　ぼんぐり。,つーんと　はなにくる　においがする。,,あかい　ぼんぐり。,つーんと　はなにくる　においがする。,,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ぼんぐり　フィールド「みのなる木」から入手/ポケスロンショップでＴＰと交換,,,,,,,,,,,,,,,,,,,,
486,ノーマル,あおぼんぐり,あおぼんぐり,item_618,item_618,000020,0,0,,0,0,0,ー,0,あおい　ぼんぐり。,すこし　あおくさい　かおりがする。,,あおい　ぼんぐり。,すこし　あおくさい　かおりがする。,,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ぼんぐり　フィールド「みのなる木」から入手/ポケスロンショップでＴＰと交換,,,,,,,,,,,,,,,,,,,,
487,ノーマル,きぼんぐり,きぼんぐり,item_619,item_619,000020,0,0,,0,0,0,ー,0,きいろの　ぼんぐり。,さわやかな　かおりが　する。,,きいろの　ぼんぐり。,さわやかな　かおりが　する。,,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ぼんぐり　フィールド「みのなる木」から入手/ポケスロンショップでＴＰと交換,,,,,,,,,,,,,,,,,,,,
488,ノーマル,みどぼんぐり,みどぼんぐり,item_620,item_620,000020,0,0,,0,0,0,ー,0,みどりの　ぼんぐり。,ふしぎと　こおばしい　かおりがする。,,みどりの　ぼんぐり。,ふしぎと　こおばしい　かおりがする。,,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ぼんぐり　フィールド「みのなる木」から入手/ポケスロンショップでＴＰと交換,,,,,,,,,,,,,,,,,,,,
489,ノーマル,ももぼんぐり,ももぼんぐり,item_621,item_621,000020,0,0,,0,0,0,ー,0,ももいろの　ぼんぐり。,あまそうな　いい　においがする。,,ももいろの　ぼんぐり。,あまそうな　いい　においがする。,,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ぼんぐり　フィールド「みのなる木」から入手/ポケスロンショップでＴＰと交換,,,,,,,,,,,,,,,,,,,,
490,ノーマル,しろぼんぐり,しろぼんぐり,item_622,item_622,000020,0,0,,0,0,0,ー,0,しろい　ぼんぐり。,なんの　においも　しない。,,しろい　ぼんぐり。,なんの　においも　しない。,,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ぼんぐり　フィールド「みのなる木」から入手/ポケスロンショップでＴＰと交換,,,,,,,,,,,,,,,,,,,,
491,ノーマル,くろぼんぐり,くろぼんぐり,item_623,item_623,000020,0,0,,0,0,0,ー,0,くろい　ぼんぐり。,なんともいえない　においがする。,,くろい　ぼんぐり。,なんともいえない　においがする。,,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ぼんぐり　フィールド「みのなる木」から入手/ポケスロンショップでＴＰと交換,,,,,,,,,,,,,,,,,,,,
492,ボール,スピードボール,スピードボール,item_612,item_612,000300,0,0,捕獲度4.0　コイル、モンジャラ、ベトベター以外は1.0。,0,0,0,ー,0,にげあしの　はやい　ポケモンが,つかまえやすくなる,ちょっと　かわった　ボール。　,にげあしの　はやい　ポケモンが,つかまえやすくなる,ちょっと　かわった　ボール。　,0,0,NORMAL,1,0,0,0,0,0,BALL,NONE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ガンテツに「ぼんぐり」を渡して作ってもらう,,,,,,,,,,,,,,,,,,,,
493,ボール,レベルボール,レベルボール,item_609,item_609,000300,0,0,捕獲度　自分Lv/1>相手Lv＝2.0、自分Lv/2>相手Lv＝4.0、自分Lv/4>相手Lv＝8.0,0,0,0,ー,0,じぶんの　ポケモンより　レベルが,ひくいほど　つかまえやすくなる,ちょっと　かわった　ボール。　,じぶんの　ポケモンより　レベルが,ひくいほど　つかまえやすくなる,ちょっと　かわった　ボール。　,0,0,NORMAL,1,0,0,0,0,0,BALL,NONE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ガンテツに「ぼんぐり」を渡して作ってもらう,,,,,,,,,,,,,,,,,,,,
494,ボール,ルアーボール,ルアーボール,item_608,item_608,000300,0,0,捕獲度3.0　釣り上げていなければポケモン1.0,0,0,0,ー,0,つりざおで　つりあげた　ポケモンだと,つかまえやすくなる,ちょっと　かわった　ボール。　,つりざおで　つりあげた　ポケモンだと,つかまえやすくなる,ちょっと　かわった　ボール。　,0,0,NORMAL,1,0,0,0,0,0,BALL,NONE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ガンテツに「ぼんぐり」を渡して作ってもらう、ヤドンの井戸攻略後にガンテツから入手,,,,,,,,,,,,,,,,,,,,
495,ボール,ヘビーボール,ヘビーボール,item_611,item_611,000300,0,0,捕獲度はレア度＋重さボーナス,0,0,0,ー,0,たいじゅうの　おもい　ポケモンが,つかまえやすくなる,ちょっと　かわった　ボール。　,たいじゅうの　おもい　ポケモンが,つかまえやすくなる,ちょっと　かわった　ボール。　,0,0,NORMAL,1,0,0,0,0,0,BALL,NONE,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ガンテツに「ぼんぐり」を渡して作ってもらう,,,,,,,,,,,,,,,,,,,,
